p_chrom	p_start	p_end	p_name	gene	GeneID	transcript	exon_num	annotation_status	nearest_exon_distance	final_id
chr6	29640587	29640917	AMPL7166063231	ZFP57	346171	NM_001109809.5	5	exon	0	ZFP57_exon5
chr6	29640895	29641222	AMPL7161905353	ZFP57	346171	NM_001109809.5	5	exon	0	ZFP57_exon5
chr6	29641198	29641514	AMPL7157869531	ZFP57	346171	NM_001109809.5	5	exon	0	ZFP57_exon5
chr6	29643038	29643361	AMPL7166063241	ZFP57	346171	NM_001109809.5	4	exon	0	ZFP57_exon4
chr6	29644481	29644804	AMPL7166063244	ZFP57	346171	NM_001109809.5	2	exon	0	ZFP57_exon2
chr6	117198173	117198459	AMPL7166063245	RFX6	222546	NM_173560.4	1	exon	0	RFX6_exon1
chr6	117198466	117198547	AMPL7162177945	RFX6	222546	NM_173560.4	1	exon	0	RFX6_exon1
chr6	117198559	117198767	AMPL7157620268	RFX6	222546	NM_173560.4	1	exon	0	RFX6_exon1
chr6	117198758	117199085	AMPL7166063246	RFX6	222546	NM_173560.4	2	exon	0	RFX6_exon2
chr6	117198959	117199281	AMPL7157619425	RFX6	222546	NM_173560.4	2	exon	0	RFX6_exon2
chr6	117203424	117203705	AMPL7163702337	RFX6	222546	NM_173560.4	4	exon	0	RFX6_exon4
chr6	117216239	117216504	AMPL7166063247	RFX6	222546	NM_173560.4	6	exon	0	RFX6_exon6
chr6	117232019	117232334	AMPL7155897608	RFX6	222546	NM_173560.4	7	exon	0	RFX6_exon7
chr6	117240312	117240628	AMPL7166063249	RFX6	222546	NM_173560.4	11	exon	0	RFX6_exon11
chr6	117245727	117246046	AMPL7166063253	RFX6	222546	NM_173560.4	15	exon	0	RFX6_exon15
chr6	117248182	117248503	AMPL7166063256	RFX6	222546	NM_173560.4	17	exon	0	RFX6_exon17
chr6	117249921	117250238	AMPL7155897635	RFX6	222546	NM_173560.4	18	exon	0	RFX6_exon18
chr7	44183817	44184135	AMPL7155756489	GCK	2645	NM_000162.5	10	exon	0	GCK_exon10
chr7	44184124	44184450	AMPL7154785199	GCK	2645	NM_000162.5	10	exon	0	GCK_exon10
chr7	44184439	44184744	AMPL7154785201	GCK	2645	NM_000162.5	10	exon	0	GCK_exon10
chr7	44184566	44184860	AMPL7154511127	GCK	2645	NM_000162.5	10	exon	0	GCK_exon10
chr7	44184830	44184920	AMPL7154509299	GCK	2645	NM_000162.5	10	exon	0	GCK_exon10
chr7	44185026	44185359	AMPL7154511107	GCK	2645	NM_000162.5	9	exon	0	GCK_exon9
chr7	44186001	44186238	AMPL7153184838	GCK	2645	NM_000162.5	8	exon	0	GCK_exon8
chr7	44187066	44187388	AMPL7154511101	GCK	2645	NM_000162.5	7	exon	0	GCK_exon7
chr7	44187361	44187531	AMPL7153263530	GCK	2645	NM_000162.5	7	exon	0	GCK_exon7
chr7	44189263	44189575	AMPL7154511117	GCK	2645	NM_000162.5	6	exon	0	GCK_exon6
chr7	44189453	44189755	AMPL7154511105	GCK	2645	NM_000162.5	5	exon	0	GCK_exon5
chr7	44190430	44190755	AMPL7154511103	GCK	2645	NM_000162.5	4	exon	0	GCK_exon4
chr7	44191641	44191972	AMPL7154511098	GCK	2645	NM_000162.5	3	exon	0	GCK_exon3
chr7	44191932	44192107	AMPL7155318758	GCK	2645	NM_000162.5	3	exon	0	GCK_exon3
chr7	44192781	44193039	AMPL7154511112	GCK	2645	NM_000162.5	2	exon	0	GCK_exon2
chr7	44193022	44193215	AMPL7154511113	GCK	2645	NM_000162.5	2	exon	0	GCK_exon2
chr7	44198657	44198962	AMPL7155756491	GCK	2645	NM_033507.3	1	exon	0	GCK_exon1
chr7	44228432	44228758	AMPL7155756485	GCK	2645	NM_000162.5	1	exon	0	GCK_exon1
chr7	44228747	44228871	AMPL7155756486	GCK	2645	NM_000162.5	1	exon	0	GCK_exon1
chr7	44228860	44229120	AMPL7155756487	GCK	2645	NM_000162.5	1	exon	0	GCK_exon1
chr7	127250057	127250372	AMPL7154785523	PAX4	5078	NM_001366110.1	12	exon	0	PAX4_exon12
chr7	127250363	127250660	AMPL7154785524	PAX4	5078	NM_001366110.1	12	exon	0	PAX4_exon12
chr7	127250652	127250870	AMPL7156929228	PAX4	5078	NM_001366110.1	12	exon	0	PAX4_exon12
chr7	127250859	127251075	AMPL7156929229	PAX4	5078	NM_001366110.1	12	exon	0	PAX4_exon12
chr7	127251064	127251305	AMPL7156929230	PAX4	5078	NM_001366110.1	12	exon	0	PAX4_exon12
chr7	127251618	127251844	AMPL7154783236	PAX4	5078	NM_001366110.1	11	exon	0	PAX4_exon11
chr7	127253069	127253162	AMPL7154784267	PAX4	5078	NM_001366110.1	9	exon	0	PAX4_exon9
chr7	127253442	127253760	AMPL7166063277	PAX4	5078	NM_001366110.1	8	exon	0	PAX4_exon8
chr7	127253615	127253939	AMPL7154785519	PAX4	5078	NM_001366110.1	7	exon	0	PAX4_exon7
chr7	127254385	127254710	AMPL7162167950	PAX4	5078	NM_001366110.1	6	exon	0	PAX4_exon6
chr7	127255267	127255594	AMPL7154849132	PAX4	5078	NM_001366110.1	4	exon	0	PAX4_exon4
chr8	11331700	11331801	AMPL7166062387	NA	NA	NA	NA	region_only	7439	intergenic_dist7439bp
chr8	11351362	11351683	AMPL7154785391	NA	126860302	NA	NA	regulatory	213	GeneID126860302_regulatory_dist213bp
chr8	11351672	11351967	AMPL7154785392	BLK	640	NM_001715.3	1	exon	0	BLK_exon1
chr8	11351956	11352120	AMPL7154350097	BLK	640	NM_001715.3	1	exon	0	BLK_exon1
chr8	11400599	11400913	AMPL7154849237	BLK	640	NM_001715.3	2	exon	0	BLK_exon2
chr8	11403469	11403769	AMPL7156704307	BLK	640	NM_001715.3	3	exon	0	BLK_exon3
chr8	11405533	11405766	AMPL7154785384	BLK	640	NM_001715.3	4	exon	0	BLK_exon4
chr8	11406456	11406755	AMPL7154849253	BLK	640	NM_001715.3	5	exon	0	BLK_exon5
chr8	11407561	11407891	AMPL7163239579	BLK	640	NM_001715.3	6	exon	0	BLK_exon6
chr8	11412137	11412468	AMPL7154849279	BLK	640	NM_001715.3	7	exon	0	BLK_exon7
chr8	11412774	11413059	AMPL7154849287	BLK	640	NM_001715.3	8	exon	0	BLK_exon8
chr8	11414008	11414214	AMPL7154785394	BLK	640	NM_001715.3	9	exon	0	BLK_exon9
chr8	11414203	11414518	AMPL7154785395	BLK	640	NM_001715.3	9	exon	0	BLK_exon9
chr8	11415342	11415669	AMPL7154785398	BLK	640	NM_001715.3	10	exon	0	BLK_exon10
chr8	11418704	11419027	AMPL7156704308	BLK	640	NM_001715.3	11	exon	0	BLK_exon11
chr8	11420254	11420568	AMPL7154785396	BLK	640	NM_001715.3	12	exon	0	BLK_exon12
chr8	11420557	11420706	AMPL7154849295	BLK	640	NM_001715.3	12	exon	0	BLK_exon12
chr8	11421241	11421544	AMPL7163084555	BLK	640	NM_001715.3	13	exon	0	BLK_exon13
chr8	11421443	11421772	AMPL7163451836	BLK	640	NM_001715.3	13	exon	0	BLK_exon13
chr8	11421736	11421865	AMPL7162177873	BLK	640	NM_001715.3	13	exon	0	BLK_exon13
chr8	11421854	11422103	AMPL7154785401	BLK	640	NM_001715.3	13	exon	0	BLK_exon13
chr8	11422099	11422378	AMPL7154785402	BLK	640	NM_001715.3	13	exon	0	BLK_exon13
chr8	11430480	11430808	AMPL7166063283	NA	NA	NA	NA	region_only	3236	intergenic_dist3236bp
chr9	3823896	3824213	AMPL7155436472	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3824202	3824495	AMPL7155436473	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3824484	3824800	AMPL7155436474	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3824789	3825096	AMPL7155436475	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3825085	3825383	AMPL7155436476	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3825372	3825600	AMPL7156642857	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3825589	3825739	AMPL7156642858	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3825728	3826049	AMPL7156642859	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3826038	3826285	AMPL7156642860	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3826274	3826589	AMPL7156642861	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3826578	3826892	AMPL7156642862	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3826881	3827178	AMPL7156642863	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3827167	3827493	AMPL7156642864	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3827482	3827785	AMPL7156642865	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3827774	3828104	AMPL7156642866	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3828093	3828409	AMPL7165133730	GLIS3	169792	NM_001042413.2	11	exon	0	GLIS3_exon11
chr9	3829276	3829532	AMPL7154848924	GLIS3	169792	NM_001042413.2	10	exon	0	GLIS3_exon10
chr9	3855934	3856258	AMPL7154848926	GLIS3	169792	NM_001042413.2	9	exon	0	GLIS3_exon9
chr9	3879334	3879660	AMPL7154848930	GLIS3	169792	NM_001042413.2	8	exon	0	GLIS3_exon8
chr9	3898603	3898921	AMPL7154848931	GLIS3	169792	NM_001042413.2	7	exon	0	GLIS3_exon7
chr9	3932251	3932575	AMPL7154848932	GLIS3	169792	NM_001042413.2	6	exon	0	GLIS3_exon6
chr9	3936933	3937222	AMPL7154848933	GLIS3	169792	NM_001042413.2	5	exon	0	GLIS3_exon5
chr9	4117517	4117830	AMPL7154848934	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4117819	4118148	AMPL7154848935	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4117913	4118245	AMPL7154848936	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4118199	4118516	AMPL7154848937	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4118492	4118657	AMPL7154848938	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4118646	4118913	AMPL7154848939	GLIS3	169792	NM_001042413.2	4	exon	0	GLIS3_exon4
chr9	4125674	4125999	AMPL7154848941	GLIS3	169792	NM_001042413.2	3	exon	0	GLIS3_exon3
chr9	4285945	4286272	AMPL7154848942	GLIS3	169792	NM_001042413.2	2	exon	0	GLIS3_exon2
chr9	4286261	4286531	AMPL7156642897	GLIS3	169792	NM_001042413.2	2	exon	0	GLIS3_exon2
chr9	4299413	4299733	AMPL7155436491	GLIS3	169792	NM_001042413.2	1	exon	0	GLIS3_exon1
chr9	4299719	4299836	AMPL7163451441	GLIS3	169792	NM_001042413.2	1	exon	0	GLIS3_exon1
chr9	4299853	4300155	AMPL7163452065	GLIS3	169792	NM_001042413.2	1	exon	0	GLIS3_exon1
chr9	135937315	135937599	AMPL7154848171	CEL	1056	NM_001807.6	1	exon	0	CEL_exon1
chr9	135939554	135939855	AMPL7154785491	CEL	1056	NM_001807.6	2	exon	0	CEL_exon2
chr9	135939844	135940096	AMPL7162958722	CEL	1056	NM_001807.6	2	exon	0	CEL_exon2
chr9	135940061	135940234	AMPL7154783210	CEL	1056	NM_001807.6	3	exon	0	CEL_exon3
chr9	135940223	135940552	AMPL7154785486	CEL	1056	NM_001807.6	4	exon	0	CEL_exon4
chr9	135940524	135940722	AMPL7154848184	CEL	1056	NM_001807.6	4	exon	0	CEL_exon4
chr9	135941786	135942083	AMPL7154848187	CEL	1056	NM_001807.6	5	exon	0	CEL_exon5
chr9	135942100	135942411	AMPL7154848190	CEL	1056	NM_001807.6	6	exon	0	CEL_exon6
chr9	135942385	135942705	AMPL7154848193	CEL	1056	NM_001807.6	7	exon	0	CEL_exon7
chr9	135943934	135944214	AMPL7154785490	CEL	1056	NM_001807.6	8	exon	0	CEL_exon8
chr9	135944183	135944500	AMPL7166072477	CEL	1056	NM_001807.6	8	exon	0	CEL_exon8
chr9	135944485	135944807	AMPL7166072478	CEL	1056	NM_001807.6	9	exon	0	CEL_exon9
chr9	135945694	135946019	AMPL7154785492	CEL	1056	NM_001807.6	10	exon	0	CEL_exon10
chr9	135946008	135946189	AMPL7162954932	CEL	1056	NM_001807.6	10	exon	0	CEL_exon10
chr9	135946180	135946510	AMPL7154785581	CEL	1056	NM_001807.6	11	exon	0	CEL_exon11
chr9	135947121	135947302	AMPL7163451433	CEL	1056	NM_001807.6	11	exon	0	CEL_exon11
chrX	49107142	49107461	AMPL7166063288	FOXP3	50943	NM_014009.4	12	exon	0	FOXP3_exon12
chrX	49107680	49107909	AMPL7153383992	FOXP3	50943	NM_014009.4	12	exon	0	FOXP3_exon12
chrX	49107925	49108181	AMPL7155897750	FOXP3	50943	NM_014009.4	11	exon	0	FOXP3_exon11
chrX	49108153	49108330	AMPL7153383993	FOXP3	50943	NM_014009.4	11	exon	0	FOXP3_exon11
chrX	49109496	49109751	AMPL7166063289	FOXP3	50943	NM_014009.4	10	exon	0	FOXP3_exon10
chrX	49111802	49112111	AMPL7166063290	FOXP3	50943	NM_014009.4	8	exon	0	FOXP3_exon8
chrX	49111988	49112275	AMPL7154805445	FOXP3	50943	NM_014009.4	7	exon	0	FOXP3_exon7
chrX	49113222	49113533	AMPL7154785000	FOXP3	50943	NM_014009.4	6	exon	0	FOXP3_exon6
chrX	49113809	49114113	AMPL7154805448	FOXP3	50943	NM_014009.4	4	exon	0	FOXP3_exon4
chrX	49114133	49114307	AMPL7166062735	FOXP3	50943	NM_014009.4	3	exon	0	FOXP3_exon3
chrX	49114703	49115035	AMPL7157837683	FOXP3	50943	NM_014009.4	2	exon	0	FOXP3_exon2
chrY	2887635	2887961	AMPL7154888288	LINC00278	100873962	NR_046502.1	NA	gene_or_transcript_region	16378	LINC00278_dist16378bp
chrY	15508535	15508841	AMPL7162509459	UTY	7404	NM_001258249.2	7	exon	0	UTY_exon7
chrY	21717044	21717369	AMPL7154888411	NA	NA	NA	NA	region_only	11875	intergenic_dist11875bp
